DATE,Brent ,Up/Down,Exchange Rate ,Up/Down,CHANGE,VIVA TGP,BP,CALTEX,MOBIL,RSG,Change,,,,,
2/06/2022,113.63,-1.63,71.75,-0.01,3.57,188.58,190.94,197.09,168.41,167.64,2.04,,,,,
3/06/2022,117.55,3.92,72.65,0.9,3.02/-1.30,192.61,194.19,200.23,170.6,171.3,3.66,,,,,
4/06/2022,118.87,1.32,72.07,-0.58,1.90/-1.64,195.77,196.58,202.67,172.89,174.17,2.87,,,,,
5/06/2022,118.87,0,72.06,-0.01,0.01/4.67,195.77,196.58,202.67,172.89,174.17,,,,,,
6/06/2022,118.87,0,72.14,0.08,-0.08,195.77,196.58,202.67,172.89,174.17,,,,,,
7/06/2022,118.94,0.07,71.93,-0.21,0.28/.21,198.21,199.2,205.09,175.35,176.39,2.22,,,,,
8/06/2022,119.41,0.47,72.33,0.4,0.07/2.95,200.65,202.78,208.54,178.38,178.61,2.22,,,,,
9/06/2022,122.47,3.08,71.91,-0.42,3.50/.64,204.12,204.96,210.67,180.95,181.76,3.15,,,,,
10/06/2022,121.3,-1.47,70.99,-0.92,1.44,206.29,206.5,212.14,182.77,183.74,1.98,,,,,
11/06/2022,120.24,-1.06,70.55,-0.44,0,207.99,208.9,214.49,184,185.28,1.54,,,,,
12/06/2022,120.67,0.43,70.71,0.16,-0.31,207.99,208.9,214.49,184,185.28,,,,,,
13/06/2022,120.67,0,70.38,-0.33,0.33,207.99,208.9,214.49,184,185.28,,,,,,
14/06/2022,120.85,0.18,70.38,0,0,210.41,211.76,214.49,186.37,187.48,2.2,,,,,
15/06/2022,118.93,-0.19,68.74,-1.64,-1.74,213.41,212.34,218.73,188.79,190.41,2.93,,,,,
16/06/2022,115.31,-3.62,69.92,1.18,1.91,214.78,214.55,220.81,191.27,191.45,1.04,,,,,
17/06/2022,117.12,1.81,70.47,0.55,-2.27,216.94,218.38,224.41,193.34,193.42,1.97,,,,,
18/06/2022,109.56,-7.56,69.22,-1.25,-0.4,220.58,219.28,227.23,195.17,196.73,3.31,,,,,
19/06/2022,109.56,0,69.44,0.22,-1.04,220.58,219.28,227.23,195.17,196.73,,,,,,
20/06/2022,110.7,1.14,69.33,-0.11,0.01,220.58,219.28,227.23,195.17,196.73,,,,,,
21/06/2022,110.27,-0.43,69.54,0.21,-0.21,223.37,220.24,228.81,197.73,199.26,2.53,,,,,
22/06/2022,110.58,0.31,69.69,0.15,-6.7,224.96,220.79,229.71,199.24,200.71,1.45,,,,,
23/06/2022,106.19,-4.39,69.25,-0.44,2.74,225.89,224.37,230.91,200.6,201.55,0.84,,,,,
24/06/2022,104.27,-1.92,68.97,-0.28,-5.17,227.08,224.97,230.07,201.2,202.64,1.09,,,,,
25/06/2022,107.62,3.35,69.47,0.5,-1.13,226.25,224.77,229.92,201.5,201.88,-0.76,,,,,
26/06/2022,107.62,0,69.46,-0.01,0.01,226.25,224.77,229.92,201.5,201.88,,,,,,
27/06/2022,107.62,0,69.43,-0.03,0.03,226.25,224.77,229.92,201.5,201.88,,,,,,
28/06/2022,109.81,2.19,69.23,-0.2,0.2,226.11,224.88,229.79,201.47,201.75,-0.13,,,,,
29/06/2022,111.82,2.01,69.04,-0.19,2.78,225.96,225.23,229.96,201.21,201.62,-0.13,,,,,
30/06/2022,109.49,-2.33,68.8,-0.24,3.99,226.13,223.42,228.24,201.21,201.77,0.15,,,,,
1/07/2022,106.06,-3.43,68.95,0.15,0.89,225.75,221.05,227.85,199.09,201.43,,,,,,
2/07/2022,108.46,2.4,68.15,-0.8,0.01,223.56,217.85,226.83,196.6,199.44,-1.99,,,,,
3/07/2022,108.43,-0.03,68.17,0.02,-0.02,223.56,217.85,226.83,196.6,199.44,,,,,,
4/07/2022,108.43,0,68.15,-0.02,0.02,223.56,217.85,226.83,196.6,199.44,,,,,,
5/07/2022,110.66,2.23,68.66,0.51,0.51,220.46,217.98,223.73,196.03,196.62,-2.82,,,,,
6/07/2022,99.5,-11.16,67.97,-0.69,0.69,217.34,214.99,220.96,193.99,193.78,-2.84,,,,,
7/07/2022,98.24,-1.26,67.85,-0.12,0.12,214.53,212.45,218.21,191.49,191.23,-2.55,,,,,
8/07/2022,102.73,4.49,68.39,0.54,-0.54,211.76,208.36,214.94,187.79,188.71,-2.52,,,,,
9/07/2022,104.83,2.1,68.51,0.12,1.98,208.89,201.5,209.67,182.87,186.1,-2.61,,,,,
10/07/2022,104.79,-0.04,68.61,0.1,-0.14,208.89,201.5,209.67,182.87,186.1,,,,,,
11/07/2022,104.79,0,68.53,-0.08,0.08,208.89,201.5,209.67,182.87,186.1,,,,,,
12/07/2022,103.46,-1.33,67.34,-1.19,-0.14,203.58,198.61,206.47,180.63,181.27,-4.83,,,,,
13/07/2022,95.84,-7.62,67.57,0.17,-7.79,200.4,196.66,203.53,180.74,178.38,-2.89,,,,,
14/07/2022,96.4,0.56,67.57,0,0.56,197.54,193.56,200.25,177.8,175.78,-2.6,,,,,
15/07/2022,96.47,0.07,67.49,-0.08,0.15,195.02,191.62,200.06,175.4,173.49,-2.29,,,,,
16/07/2022,97.57,1.1,67.93,0.44,0.66,194.95,192.15,201.59,172.94,173.43,-0.06,,,,,
17/07/2022,97.59,0.02,67.82,-0.11,0.13,194.95,192.15,201.59,172.94,173.43,,,,,,
18/07/2022,97.59,0,67.9,0.08,-0.08,194.95,192.15,201.59,172.94,173.43,,,,,,
19/07/2022,102.11,4.52,68.14,0.24,4.28,196.21,190.53,199.99,171.19,174.57,1.14,,,,,
20/07/2022,103.85,1.74,68.98,0.84,0.9,195.01,190.64,199.96,170.41,173.48,-1.09,,,,,
21/07/2022,102.26,-1.59,68.89,-0.09,-1.5,193.88,189.11,198.6,171.22,172.45,-1.03,,,,,
22/07/2022,96.58,-5.68,69.35,0.46,-6.14,192.54,188.32,196.02,170.75,171.24,-1.21,,,,,
23/07/2022,94.7,-1.88,69.13,-0.22,-1.66,189.96,186.08,194.08,168.8,168.89,-2.35,,,,,
24/07/2022,94.7,0,69.26,0.13,-0.13,189.96,186.08,194.08,168.8,168.89,,,,,,
25/07/2022,95.16,0.46,69.2,-0.06,0.4,189.96,186.08,194.08,168.8,168.89,,,,,,
26/07/2022,96.7,0.54,69.59,0.39,0.15,188.21,183.98,192.11,166.74,167.3,-1.59,,,,,
27/07/2022,95.52,-1.18,69.47,-0.12,-1.06,186.24,181.97,189.17,164.82,165.51,-1.79,,,,,
28/07/2022,98.13,2.61,69.96,0.49,2.12,183.28,180.66,187.7,163.75,162.82,-2.69,,,,,
29/07/2022,97.17,-0.96,69.92,-0.04,-0.92,181.8,179.33,187.37,162.53,161.47,-1.35,,,,,
30/07/2022,98.62,1.45,69.88,-0.04,1.49,181.46,179.12,188.48,162.25,161.16,-0.31,,,,,
31/07/2022,98.61,0,69.91,0.03,-0.03,181.46,179.12,188.48,162.25,161.16,,,,,,
1/08/2022,98.62,0,69.83,-0.08,0.08,182.45,180.1,188.48,163.15,162.06,0.9,,,,,
2/08/2022,93.89,-4.73,70.27,0.44,-5.17,183.32,180.73,190.33,163.15,162.85,0.79,,,,,
3/08/2022,93.85,-0.04,69.2,-1.07,1.03,184.15,181.57,191.16,163.21,163.61,0.76,,,,,
4/08/2022,91.06,-2.79,69.46,0.26,-3.05,184.99,180.36,189.63,162.39,164.37,0.76,,,,,
5/08/2022,88.06,-3,69.63,0.17,-3.17,183.47,179.4,188.56,162.37,162.99,-1.38,,,,,
6/08/2022,88.35,0.29,69.13,-0.5,0.79,182.36,182.12,186.73,161.86,161.98,-1.01,,,,,
7/08/2022,89.01,0.66,69.36,0.23,0.43,182.36,182.12,186.73,161.86,161.98,,,,,,
8/08/2022,,,,,,182.36,182.12,186.73,161.86,161.98,,,,,,
9/08/2022,,,,,,180.54,179.7,,160.63,160.33,-1.65,,,,,
10/08/2022,,,,,,178.09,,,158.04,158.1,-2.23,,,,,
11/08/2022,92.28,,,,,175.4,175.28,181.19,158.07,155.65,-2.45,,,,,
12/08/2022,94.34,1.06,71.06,,,173.62,173.49,179.77,156.09,154.04,-1.61,,,,,
13/08/2022,92.01,-2.33,71.23,0.17,-2.5,172.45,171.95,178.67,155.19,152.97,-1.07,,,,,
14/08/2022,92.45,0.44,71.22,-0.01,0.45,172.45,171.95,178.67,155.19,152.97,,,,,,
15/08/2022,92.09,-0.34,71.21,-0.01,-0.33,172.45,171.95,178.67,155.19,152.97,,,,,,
16/08/2022,88.92,-3.17,70.22,-0.99,-2.18,171.4,172,179.5,154.95,152.02,-0.95,,,,,
17/08/2022,86.83,-2.09,70.21,0.01,-2.1,171.95,172.77,181.08,154.61,152.52,0.5,,,,,
18/08/2022,88.11,1.28,69.38,-0.83,2.11,173.45,172.82,181.25,154.31,153.52,1,,,,,
19/08/2022,90.38,2.27,69.16,-0.22,2.29,175.02,173.76,182.14,154.98,155.31,1.79,,,,,
20/08/2022,90.92,0.54,68.79,-0.37,0.91,175.99,175.9,183.84,156.68,156.19,0.88,,,,,
21/08/2022,90.77,-0.15,68.84,0.05,-0.2,175.99,175.9,183.84,156.68,156.19,,,,,,
22/08/2022,90.77,0,68.73,-0.11,0.11,175.99,175.9,183.84,156.68,156.19,,,,,,
23/08/2022,90.67,-0.1,68.78,0.05,-0.15,177.61,178.31,185.24,158.02,157.66,1.47,,,,,
24/08/2022,93.74,3.07,69.29,0.51,2.56,179.03,180.76,187.92,159.71,158.95,1.29,,,,,
25/08/2022,95.22,1.48,69.07,-0.22,1.7,181.69,184.4,191.47,162.01,161.37,2.42,,,,,
26/08/2022,93,-2.22,69.78,0.71,-2.93,185.24,187.15,195.25,164.81,164.6,2.8,,,,,
27/08/2022,92.98,-0.02,68.91,-0.87,0.85,188.99,191.95,199.23,168.15,168.01,3.41,,,,,
28/08/2022,93.06,0.08,69.05,0.14,-0.06,188.99,191.95,199.23,168.15,168.01,,,,,,
29/08/2022,93.06,0,68.86,-0.19,0.19,188.99,191.95,199.23,168.15,168.01,,,,,,
30/08/2022,96.89,3.83,69,0.14,3.69,192.94,194.72,201.93,170.88,171.6,3.59,,,,,
31/08/2022,91.94,-4.95,68.57,-0.43,-4.52,195.67,197.04,204.14,172.96,174.08,2.48,,,,,
1/09/2022,89.41,-2.53,68.09,-0.48,-2.05,197.9,197.28,204.35,174.5,176.11,2.03,,,,,
2/09/2022,86.4,-3.01,67.88,-0.21,-2.8,198.14,196.33,203.68,175.05,176.33,0.18,,,,,
3/09/2022,86.87,0.47,68.11,0.23,0.24,197.81,194.61,200.43,173.9,176.03,-0.3,,,,,
4/09/2022,86.87,0,68.07,-0.04,0.04,197.81,194.61,200.43,173.9,176.03,,,,,,
5/09/2022,86.87,0,67.84,-0.23,0.23,197.81,194.61,200.43,173.9,176.03,,,,,,
6/09/2022,88.82,1.95,67.98,0.14,1.81,194.56,193.6,198.64,173.02,173.07,-2.96,,,,,
7/09/2022,86.96,-1.86,67.36,-0.62,1.33,192.81,191.89,197.39,171.73,171.48,-1.59,,,,,
8/09/2022,81.66,-5.3,67.69,0.33,-0.65,191.58,191.03,196.56,170.88,170.36,-1.12,,,,,
9/09/2022,83.54,1.88,67.51,-0.18,-2.77,190.78,189.95,195.96,169.23,169.64,-0.72,,,,,
10/09/2022,86.12,2.58,68.48,0.97,-5.82,190.21,189.87,196.43,168.25,169.12,-0.52,,,,,
11/09/2022,86.79,0.67,68.4,-0.08,1.65,190.21,189.87,196.43,168.25,169.12,,,,,,
12/09/2022,86.79,0,68.3,-0.1,0.1,190.21,189.87,196.43,168.25,169.12,,,,,,
13/09/2022,88.06,1.17,68.88,0.58,-0.58,190.72,189.45,196.3,167.78,169.58,0.46,,,,,
14/09/2022,87.55,-0.51,67.35,-1.53,4.14,190.61,189.86,195.73,168.08,169.48,-0.1,,,,,
15/09/2022,89.14,1.59,67.55,0.2,2.14,189.71,189.97,195.24,168.16,168.66,-0.82,,,,,
16/09/2022,85.01,-4.13,67.01,-0.54,-1.57,189.23,187.98,193.55,166.65,168.23,-0.42,,,,,
17/09/2022,85.4,0.39,67.2,0.19,0.18,187.57,184.84,189.76,163.86,166.72,-1.51,,,,,
18/09/2022,85.11,-0.29,67.17,-0.03,-3.12,187.57,184.84,189.76,163.86,166.72,,,,,,
19/09/2022,85.11,0,67.15,-0.02,0.02,187.57,184.84,189.76,163.86,166.72,,,,,,
20/09/2022,85.73,0,67.31,0.16,-0.16,183.77,181.38,185.98,161.27,163.26,-3.46,,,,,
21/09/2022,86.54,0.81,66.71,-0.6,2.93,179.96,177.72,181.72,158.71,159.8,-0.36,,,,,
22/09/2022,83.02,-3.52,66.32,-0.39,0.39,176.09,175.43,179.13,157.22,156.28,-3.52,,,,,
23/09/2022,83.63,0.61,66.5,0.18,-0.27,173.55,175.43,179.24,156.36,153.97,-2.31,,,,,
24/09/2022,79.43,-4.2,65.29,-1.21,1.44,173.68,174.57,181.35,154.31,154.09,0.12,,,,,
25/09/2022,78.74,-0.69,65.59,0.3,-2.38,173.68,174.57,181.35,154.31,154.09,,,,,,
26/09/2022,78.74,0,65.27,-0.32,0.32,173.68,174.57,181.35,154.31,154.09,,,,,,
27/09/2022,76.78,-1.96,64.65,-0.62,0.62,175.8,175.93,182.47,153.96,156.02,1.93,,,,,
28/09/2022,78.5,1.72,64.32,-0.33,4.03,176.82,177.01,183.36,154.41,157.04,1.02,,,,,
29/09/2022,81.13,2.63,64.5,0.18,-0.18,203.08,201.7,208.1,178.39,180.82,23.78,,,,,
30/09/2022,81.57,0.44,64.96,0.46,-0.46,202.49,201.81,206.99,179.33,180.28,-0.54,,,,,
1/10/2022,79.62,-1.95,63.94,-1.02,3.93,201.43,201.86,206.93,179.71,179.32,-0.96,,,,,
2/10/2022,79.49,-0.13,64.27,0.33,0.23,201.43,201.86,206.93,179.71,179.32,,,,,,
3/10/2022,79.49,0,64.07,-0.27,0.27,201.43,201.86,206.93,179.71,179.32,,,,,,
4/10/2022,83.19,3.7,65.11,1.04,-1.04,201.36,201.59,207.1,179.1,179.26,-0.06,,,,,
5/10/2022,86.43,3.24,65.05,-0.06,0.64,201.51,202.05,208.84,179.55,179.39,0.13,,,,,
6/10/2022,87.76,1.33,64.89,-0.16,0.82,203.2,203.99,210.54,180.53,180.93,1.54,,,,,
7/10/2022,88.92,1.16,64.1,-0.79,3.11,204.84,206.02,212.86,182.5,182.42,1.49,,,,,
8/10/2022,92.6,3.68,63.64,-0.46,2.66,207.13,208.74,216.05,185.31,184.5,2.08,,,,,
9/10/2022,92.64,0.04,63.85,0.21,1.11,207.13,208.74,216.05,185.31,184.5,,,,,,
10/10/2022,92.64,0,63.77,-0.08,0.08,207.13,208.74,216.05,185.31,184.5,,,,,,
11/10/2022,90.82,-1.82,63,-0.77,0.77,210.28,214.3,221.58,188.85,187.36,2.86,,,,,
12/10/2022,88.58,-2.24,62.78,-0.22,1.05,215.78,217.05,226.34,192.03,192.36,5,,,,,
13/10/2022,87,-1.58,62.74,-0.04,-2.45,220.46,221.92,228.87,194.58,196.62,4.26,,,,,
14/10/2022,89.28,2.28,62.98,0.24,-0.43,223.04,223.85,230.94,196.59,198.96,2.34,,,,,
15/10/2022,85.61,-3.67,62,-0.98,-0.41,225.01,224.94,231.9,198.96,200.75,1.79,,,,,
16/10/2022,85.61,0,62,0,0.97,225.01,224.94,231.9,198.96,200.75,,,,,,
17/10/2022,85.61,0,62.03,0.03,-0.03,225.01,224.94,231.9,198.96,200.75,,,,,,
18/10/2022,85.41,-0.2,62.85,0.82,-0.82,225.91,224.25,231.27,200.56,201.57,-0.82,,,,,
19/10/2022,82.84,-2.67,62.95,0.1,-1.62,225.3,224.79,230.35,201.15,201.02,-0.55,,,,,
20/10/2022,85.36,2.52,62.64,-0.31,0.32,224.37,224.2,231.31,200.62,200.17,-0.85,,,,,
21/10/2022,85.71,0.35,62.81,0.17,-3.26,225.35,223.29,230.37,199.06,201.05,0.88,,,,,
22/10/2022,85.02,-0.69,63.92,1.11,1.93,224.41,225.13,230.29,199.6,200.21,-0.85,,,,,
23/10/2022,85.05,0.03,63.63,-0.29,-0.06,224.41,225.13,230.29,199.6,200.21,,,,,,
24/10/2022,85.05,0,63.79,0.16,-0.16,224.41,225.13,230.29,199.6,200.21,,,,,,
25/10/2022,84.58,-0.47,63.09,-0.7,0.7,224.31,223.9,228.76,198.86,200.12,-0.09,,,,,
26/10/2022,85.05,0.47,63.98,0.89,-0.42,222.77,222.9,227.54,198.62,198.72,-1.4,,,,,
27/10/2022,88.13,3.08,64.92,0.94,-1.2,220.74,221.17,225.64,197.68,196.87,1.85,,,,,
28/10/2022,88.6,0.47,64.51,-0.41,1.01,219.21,219.71,225.46,196.28,195.48,-1.39,,,,,
29/10/2022,88.14,-0.46,64.14,0.37,2.96,218.99,217.82,223.71,195.46,195.28,-0.2,,,,,
30/10/2022,87.9,-0.24,64.19,0.05,0.41,218.99,217.82,223.71,195.46,195.28,,,,,,
31/10/2022,87.9,0,64.04,-0.15,0.15,218.99,217.82,223.71,195.46,195.28,,,,,,
1/11/2022,86.22,-1.68,63.92,-0.12,0.12,217.13,219.19,224.42,194.8,193.59,-1.69,,,,,
2/11/2022,88.42,2.2,63.93,0.01,-1.67,217.5,217.51,224.6,194.84,193.93,0.34,,,,,
3/11/2022,89.39,0.97,63.52,-0.41,2.27,218.37,217.44,224.63,193.96,194.72,0.79,,,,,
4/11/2022,88.09,-1.3,62.94,-0.58,1.22,218.38,216.58,223.73,193.59,194.73,0.01,,,,,
5/11/2022,92.56,4.47,64.77,1.83,-1.83,217.49,217.08,223.16,193.1,193.1,-1.63,,,,,
6/11/2022,92.61,0.05,64.2,-0.57,2.07,217.49,217.08,223.16,193.1,193.1,,,,,,
7/11/2022,92.61,0,64.2,0,0,217.49,217.08,223.16,193.1,193.1,,,,,,
8/11/2022,91.92,-0.69,64.77,0.57,-0.57,216.9,217.5,223.3,193.54,193.38,0.28,,,,,
9/11/2022,88.86,-3.06,64.91,0.14,1.03,217.15,217.18,,,193.61,0.23,,,,,
10/11/2022,86.29,-2.57,64.27,-0.64,0.89,216.78,216.77,,193.14,193.27,-0.34,,,,,
11/11/2022,86.32,0.03,66.18,1.91,-6.26,216.45,216.52,222.03,192.44,192.97,-0.3,,,,,
12/11/2022,89,2.68,67.07,0.89,-3.36,216.84,216.29,222.63,191.66,193.33,0.36,,,,,
13/11/2022,88.96,-0.04,67.05,-0.02,3.08,216.84,216.29,222.63,191.66,193.33,,,,,,
14/11/2022,88.96,0,66.34,-0.71,0.71,216.84,216.29,222.63,191.66,193.33,,,,,,
15/11/2022,85.21,-3.75,67.03,0.67,-0.67,216.45,215.19,220.82,191.5,192.97,-0.36,,,,,
16/11/2022,86.77,1.56,67.64,0.61,-0.36,214.68,214.54,219.01,190.8,191.36,-1.61,,,,,
17/11/2022,85.6,-1.17,67.32,-0.32,-2.34,212.88,212.58,216.81,188.83,189.73,-1.63,,,,,
18/11/2022,81.8,-3.8,66.82,-0.5,1.36,210.72,212.38,215.06,187.24,187.76,-1.97,,,,,
19/11/2022,80.2,-1.6,66.73,-0.09,-1.51,208.99,208.74,213.62,185.37,186.19,-1.57,,,,,
20/11/2022,80.08,-0.12,66.75,0.02,-1.76,208.99,208.74,213.62,185.37,186.19,,,,,,
21/11/2022,80.08,0,66.63,-0.12,0.12,208.99,208.74,213.62,185.37,186.19,,,,,,
22/11/2022,79.74,-0.34,66.01,-0.62,0.28,207.56,206.85,211.47,184,184.89,-1.3,,,,,
23/11/2022,81.09,1.35,66.48,0.47,-3.17,205.43,204.43,209.26,182.2,182.95,-1.94,,,,,
24/11/2022,77.91,-3.18,67.3,0.82,0.05,203.19,202.72,208.29,180.71,180.92,-2.03,,,,,
25/11/2022,77.96,0.05,67.67,0.37,-0.08,202.26,201.42,206.9,179.42,180.07,-0.85,,,,,
26/11/2022,76.55,-1.41,67.52,-0.15,-3.18,200.89,199.48,204.45,177.77,178.83,-1.24,,,,,
27/11/2022,76.28,-0.27,67.52,0,0.75,200.89,199.48,204.45,177.77,178.83,,,,,,
28/11/2022,76.28,0,67.21,-0.31,0.31,200.89,199.48,204.45,177.77,178.83,,,,,,
29/11/2022,76.69,0.41,66.51,-0.7,0.7,198.48,197.37,202.52,175.92,176.64,-2.19,,,,,
30/11/2022,78.59,1.9,66.89,0.38,-4.81,196.57,194.8,200.35,173.61,174.9,-1.74,,,,,
1/12/2022,,,67.7,0.81,,194.32,193.31,198.54,172.37,172.85,-2.05,,,,,
2/12/2022,86.88,,,,,192.48,191.91,197.42,171.77,171.18,-1.67,,,,,
3/12/2022,85.86,-1.02,67.96,0.26,1.44,191.38,191.91,197.67,170.96,170.18,-1,,,,,
4/12/2022,85.57,-0.29,67.98,0.02,-0.1,191.38,191.91,197.67,170.96,170.18,,,,,,
5/12/2022,85.57,0,67.86,-0.12,0.12,191.38,191.91,197.67,170.96,170.18,,,,,,
6/12/2022,82.88,-2.69,66.92,-0.94,0.94,191.62,190.63,197.78,170.08,170.4,0.22,,,,,
7/12/2022,79.67,-3.21,66.88,-0.04,-0.36,191.73,191.54,198.52,169.79,170.5,0.1,,,,,
8/12/2022,77.23,-2.44,67.29,0.41,-3.93,192.39,190.81,197.59,169.2,171.1,0.6,,,,,
9/12/2022,76.25,-0.98,67.72,0.43,-3.81,191.57,190.11,195.59,168.68,170.35,-0.75,,,,,
10/12/2022,76.48,0.23,68.03,0.31,-2.68,189.59,187.96,192.57,167.06,168.55,-1.8,,,,,
11/12/2022,76.1,-0.38,67.91,-0.12,-0.68,189.59,187.96,192.57,167.06,168.55,,,,,,
12/12/2022,71.02,-5.08,67.91,0,0,189.59,187.96,192.57,167.06,168.55,,,,,,
13/12/2022,,,,,,186.58,185.44,190.31,165.5,165.82,-2.73,,,,,
14/12/2022,78.25,7.23,67.49,-0.42,0.42,184.34,182.63,187.69,163.35,163.78,-2.04,,,,,
15/12/2022,75.41,-2.84,68.52,1.03,-1.51,181.74,182.16,187.45,162.55,161.42,-2.36,,,,,
16/12/2022,76.1,-0.69,67.01,-1.51,6.11,181.49,182.41,188.6,162.41,161.19,-0.23,,,,,
17/12/2022,78.99,2.89,66.97,-0.04,1.57,182.62,185.56,191.65,163.35,162.22,1.03,,,,,
18/12/2022,79.04,0.05,67.02,0.05,-1.5,182.62,185.56,191.65,163.35,162.22,,,,,,
19/12/2022,79.04,0,67.07,0.05,-0.05,182.62,185.56,191.65,163.35,162.22,,,,,,
20/12/2022,80.06,1.02,67,-0.07,0.07,185.66,186.29,194.51,164.96,164.98,2.76,,,,,
21/12/2022,79.92,-0.14,66.73,-0.27,0.26,188.9,188.73,197.1,166.45,167.93,2.95,,,,,
22/12/2022,82.23,2.31,67.07,0.34,-0.01,191.49,190.21,197.33,167.22,170.28,2.35,,,,,
23/12/2022,81.58,-0.65,66.7,-0.37,-0.56,191.69,191.2,197.35,168.81,170.46,0.18,,,,,
24/12/2022,83.42,1.84,67.08,0.38,0.84,191.68,190.87,196.59,169.36,170.45,-0.01,,,,,
25/12/2022,83.92,0.5,67.07,-0.01,-0.82,191.68,190.87,196.59,169.36,170.45,,,,,,
26/12/2022,83.92,0,67.07,0,0,191.68,190.87,196.59,169.36,170.45,,,,,,
27/12/2022,80.25,-3.67,67.52,0.45,-0.45,190.92,190.87,196.59,169.36,169.76,-0.69,,,,,
28/12/2022,84.6,4.35,67.32,-0.2,0.2,189.5,190.87,196.59,169.36,168.47,-1.29,,,,,
29/12/2022,83,-1.6,67.37,0.05,2.46,188.77,190,196.63,169.36,167.81,-0.66,,,,,
30/12/2022,82.26,-0.74,67.78,0.41,-0.69,190.15,190.79,197.71,169.04,169.06,-1.25,,,,,
31/12/2022,85.91,3.65,68.09,0.31,-1,190.98,191.14,197.85,169.1,169.82,0.76,,,,,
1/01/2023,85.91,0,68.1,0.01,-0.01,190.98,191.14,197.85,169.1,169.82,,,,,,
2/01/2023,85.91,0,68.14,0.04,-0.04,190.98,191.14,197.85,169.1,169.82,,,,,,
3/01/2023,85.91,0,68.11,-0.03,0.03,193.06,191.14,197.85,171.03,171.71,1.89,,,,,
4/01/2023,82.35,-3.56,67.28,-0.83,-2.73,193.19,193.3,198.03,171.31,171.83,0.12,,,,,
5/01/2023,78.05,-4.3,68.37,1.09,-5.39,193.35,191.53,194.34,171.22,171.97,0.14,,,,,
6/01/2023,78.75,0.7,67.5,-0.87,1.57,191.93,188.03,193.24,169.89,170.68,-1.29,,,,,
7/01/2023,78.51,-0.24,68.81,1.31,-1.55,189.39,185.07,190.19,168.73,168.37,-2.31,,,,,
8/01/2023,78.57,0.06,68.65,-0.16,0.22,189.39,185.07,190.19,168.73,168.37,,,,,,
9/01/2023,78.57,0,68.79,0.14,-0.14,189.39,185.07,190.19,168.73,168.37,,,,,,
10/01/2023,74.63,-3.94,68.79,0,-3.94,186.91,182.18,187.39,166.42,166.12,-2.25,,,,,
11/01/2023,75.08,0.45,68.93,0.14,0.31,184.59,181.54,186.86,164.48,164.01,-2.11,,,,,
12/01/2023,82.88,7.8,69.06,0.13,7.67,182.38,179.53,184.74,162.63,162,-2.01,,,,,
13/01/2023,83.85,0.97,69.68,0.62,0.35,180.22,179.55,184.56,161.33,160.04,-1.96,,,,,
14/01/2023,85.33,1.48,69.78,0.1,1.38,180.02,180.18,185.36,160.46,159.85,-0.19,,,,,
15/01/2023,85.28,-0.05,69.76,-0.02,-0.03,180.02,180.18,185.36,160.46,159.85,,,,,,
16/01/2023,85.28,0,69.74,-0.02,0.02,180.02,180.18,185.36,160.46,159.85,,,,,,
17/01/2023,84.18,-1.1,69.55,-0.19,1.29,180.77,181.39,186.54,160.85,160.54,0.69,,,,,
18/01/2023,86.72,2.54,69.84,0.29,2.25,181.93,182.69,187.74,161.57,161.59,1.05,,,,,
19/01/2023,84.72,-2,69.38,-0.46,-1.54,183.04,184.16,189.32,161.74,162.64,1.05,,,,,
20/01/2023,86.29,1.57,69.18,-0.2,1.77,184.64,184.84,189.98,162.27,164.05,1.41,,,,,
21/01/2023,87.66,1.37,69.72,0.54,0.83,185.3,185.34,190.29,163.17,164.65,0.6,,,,,
22/01/2023,87.63,-0.03,69.6,-0.12,0.09,185.3,185.34,190.29,163.17,164.65,,,,,,
23/01/2023,87.63,0,69.64,0.04,-0.04,185.3,185.34,190.29,163.17,164.65,,,,,,
24/01/2023,87.94,0.31,70.23,0.59,-0.28,185.57,186.06,191.07,164.16,164.9,0.25,,,,,
25/01/2023,86.24,-1.7,70.48,0.25,-1.95,186.36,186.06,191.07,164,165.62,0.72,,,,,
26/01/2023,86.51,0.27,71.02,0.54,-0.27,186.77,185.92,190.88,163.83,165.99,0.37,,,,,
27/01/2023,87.59,1.08,71.15,0.13,0.95,186.97,185.92,192.47,163.83,166.17,0.18,,,,,
28/01/2023,86.37,-1.22,71.09,-0.06,-1.16,187.83,188.37,192.24,164.66,166.95,0.78,,,,,
29/01/2023,86.66,0.29,71.21,0.12,0.17,187.83,188.37,192.24,164.66,166.95,,,,,,
30/01/2023,86.66,0,71.01,-0.2,0.2,187.83,188.37,192.24,164.66,166.95,,,,,,
31/01/2023,84.93,1.73,70.52,-0.49,2.22,187.47,186.57,191.66,164.67,166.63,-0.32,,,,,
1/02/2023,84.49,-0.44,70.55,0.03,-0.47,188.69,186.93,192.04,165.79,167.74,1.11,,,,,
2/02/2023,83.19,-1.3,71.25,0.7,-2,187.45,185.75,190.77,164.99,166.61,-1.13,,,,,
3/02/2023,82.16,-1.03,70.74,-0.51,-0.52,186.04,185.77,190.02,164.68,165.33,-1.28,,,,,
4/02/2023,79.8,-2.36,69.24,-1.5,-0.86,185.33,183.89,188.79,163.3,164.68,-0.65,,,,,
5/02/2023,79.94,0.14,69.2,-0.04,0.18,185.33,183.89,188.79,163.3,164.68,,,,,,
