DATE,Brent ,Up/Down,Exchange Rate ,Up/Down,CHANGE,VIVA TGP,BP,CALTEX,MOBIL,RSG,Change,,,,,
11/10/2023,87.76,-0.35,63.83,0,-0.35,203.07,199.58,204.86,180.29,180.81,-3.12,,,,,
12/10/2023,86.33,-1.43,64.11,0.28,-1.71,200.67,197.17,202.62,178.28,178.63,2.18,,,,,
13/10/2023,86.38,0.05,63.15,-0.96,1.01,198.45,196.09,201.41,176.73,176.61,-2.02,,,,,
14/10/2023,90.89,4.51,62.89,-0.26,4.77,197.23,196.34,201.5,175.44,175.5,-1.11,,,,,
15/10/2023,90.89,0,62.96,0.07,-0.07,197.23,196.34,201.5,175.44,175.5,,,,,,
16/10/2023,90.89,0,63.02,0.06,-0.06,197.23,196.34,201.5,175.44,175.5,,,,,,
17/10/2023,90.17,-0.72,63.39,0.37,-0.35,197.32,197.71,203.43,175.13,175.58,0.08,,,,,
18/10/2023,89.9,-0.27,63.66,0.27,-0.54,199.27,199.04,206.16,176.25,177.35,1.77,,,,,
19/10/2023,91.36,1.46,63.32,-0.34,1.8,200.74,200.24,206.16,177.63,178.69,1.34,,,,,
20/10/2023,93.39,2.03,63.32,0,2.03,202.02,200.86,206.89,178.18,179.85,1.16,,,,,
21/10/2023,92.26,-1.13,63.32,0,-1.13,202.72,201.5,207.39,178.69,179.31,-0.54,,,,,
22/10/2023,92.16,-0.1,63.32,0,0.1,202.72,201.5,207.39,178.69,179.31,-0.54,,,,,
23/10/2023,92.16,0,63.32,0,0,202.72,201.5,207.39,178.69,179.31,-0.54,,,,,
24/10/2023,90.78,-1.38,63.32,0,-1.38,203.23,201.69,207.57,179.29,179.83,0.52,,,,,
25/10/2023,88,-2.78,63.57,0.25,-3.03,203.38,201.16,206.93,179.98,179.97,0.14,,,,,
26/10/2023,90.08,2.08,63.1,-0.47,2.55,202.72,200.26,206.09,179.47,179.37,-0.6,,,,,
27/10/2023,88.34,-1.74,63.23,0.13,-1.87,201.85,198.63,204.54,178,178.58,-0.79,,,,,
28/10/2023,90.11,1.77,63.34,0.11,1.66,200.28,198.1,204.08,177.3,177.15,-1.43,,,,,
29/10/2023,90.48,0.37,63.37,0.03,0.34,200.28,198.1,204.08,177.3,177.15,,,,,,
30/10/2023,90.48,0,63.38,0.01,-0.01,200.28,198.1,204.08,177.3,177.15,,,,,,
31/10/2023,87.86,-2.62,63.71,0.33,-2.95,199.82,196.92,203.01,176.72,176.73,-0.42,,,,,
1/11/2023,87.41,-0.45,63.37,-0.34,-0.11,198.73,195.94,201.36,175.99,175.74,-0.99,,,,,
2/11/2023,84.97,-2.44,63.93,0.56,-3,197.07,194.96,200.2,174.58,174.23,-1.51,,,,,
3/11/2023,86.81,1.84,64.3,0.37,1.47,195.88,194.91,200.02,173.35,173.15,-1.08,,,,,
4/11/2023,85.14,-1.67,65.13,0.83,-2.5,195.67,193.81,199.04,173.35,172.96,-0.19,,,,,
5/11/2023,84.89,-0.25,65.09,-0.04,-0.21,195.67,193.81,199.04,173.35,172.96,,,,,,
6/11/2023,84.89,0,65.1,0.01,-0.01,195.67,193.81,199.04,173.35,172.96,,,,,,
7/11/2023,85.45,0.56,64.9,-0.2,-0.76,194.68,193.11,198.29,172.6,172.06,-0.9,,,,,
8/11/2023,81.41,-4.04,64.35,-0.55,-3.49,193.91,192.13,197.36,171.46,171.36,-0.7,,,,,
9/11/2023,79.76,-1.65,64.01,-0.34,-1.31,192.85,191.34,196.05,169.94,170.4,-0.96,,,,,
10/11/2023,80.01,0.25,63.59,-0.42,0.67,191.62,189.36,194.13,168.47,169.28,-1.12,,,,,
11/11/2023,81.39,1.38,63.57,-0.02,1.4,189.67,186.83,191.6,166.85,167.51,-1.77,,,,,
12/11/2023,81.43,0.04,63.57,0,0.04,189.67,186.83,191.6,166.85,167.51,,,,,,
13/11/2023,81.43,0,63.61,0.04,-0.04,189.67,186.83,191.6,166.85,167.51,,,,,,
14/11/2023,82.53,1.1,63.83,0.22,0.88,187.11,184.01,188.75,165.08,165.18,-2.33,,,,,
15/11/2023,82.5,-0.03,?,?,,184.25,182.91,187.61,165.19,162.58,-2.6,,,,,
16/11/2023,80.89,-1.61,65.07,1.24,-2.85,182.36,181.71,186.92,164.12,160.86,-1.72,,,,,
17/11/2023,77.5,-3.39,64.66,-0.41,-2.98,181.92,181.23,186.43,162.58,160.46,-0.4,,,,,
18/11/2023,80.47,2.97,65.14,0.48,2.49,181.47,181.75,186.99,161.13,160.05,-0.41,,,,,
19/11/2023,80.61,0.14,65.1,-0.04,0.18,181.47,181.75,186.99,161.13,160.05,,,,,,
20/11/2023,80.61,0,65.14,0.04,-0.04,181.47,181.75,186.99,161.13,160.05,,,,,,
21/11/2023,82.03,1.42,65.63,0.39,1.03,181.82,181.26,186.49,159.81,160.37,0.32,,,,,
22/11/2023,82.48,0.45,65.57,-0.06,0.51,181.37,180.52,185.92,159.25,159.96,-0.41,,,,,
23/11/2023,81.7,-0.78,65.47,-0.1,-0.68,181.43,179.8,185.27,159.26,160.02,0.06,,,,,
24/11/2023,81.42,-0.28,65.59,0.12,-0.4,180.76,180.15,185.63,159.69,159.41,-0.61,,,,,
25/11/2023,80.58,-0.84,65.82,0.23,-1.07,181.14,179.76,185.41,159.25,159.75,0.34,,,,,
26/11/2023,80.58,0,65.82,0,0,181.14,179.76,185.41,159.25,159.75,,,,,,
27/11/2023,80.58,0,65.84,0.02,-0.02,181.14,179.76,185.41,159.25,159.75,,,,,,
28/11/2023,80.08,-0.5,66.06,0.22,-0.72,180.93,180.36,186.05,159.15,159.56,-0.19,,,,,
29/11/2023,81.74,1.66,66.51,0.45,-1.21,181.54,180.18,185.7,158.63,160.12,0.56,,,,,
30/11/2023,83.07,1.33,66.23,-0.28,1.61,181.27,179.64,185.16,158.77,159.82,-0.3,,,,,
1/12/2023,82.83,-0.24,66.09,0,-0.24,180.51,178.84,184.34,158.63,159.18,-0.64,,,,,
2/12/2023,79.3,-3.53,66.72,0.63,-4.16,179.71,178.85,184.41,158.63,158.45,-0.73,,,,,
3/12/2023,78.88,-0.42,66.67,-0.05,-0.37,179.71,178.85,184.41,158.63,158.45,,,,,,
4/12/2023,78.88,0,66.66,-0.01,0.01,179.71,178.85,184.41,158.63,158.45,,,,,,
5/12/2023,78.11,-0.77,66.2,-0.46,-0.31,179.77,178.18,183.74,157.85,158.51,0.06,,,,,
6/12/2023,77.39,-0.72,65.54,-0.66,-0.06,179.08,177.99,182.69,156.88,157.89,-0.62,,,,,
7/12/2023,74.67,-2.72,65.58,0.04,-2.76,178.08,176.74,182.05,156.13,156.97,-0.92,,,,,
8/12/2023,74.25,-0.42,66.02,0.44,-0.86,177.44,175.96,181.36,154.81,156.39,-0.58,,,,,
9/12/2023,75.84,1.59,65.78,-0.24,1.83,176.06,174.69,179.89,155.15,155.77,-0.62,,,,,
10/12/2023,75.84,0,65.81,0.03,-0.03,176.06,174.69,179.89,155.15,155.77,,,,,,
11/12/2023,75.84,0,65.77,-0.04,0.04,176.06,174.69,179.89,155.15,155.77,,,,,,
12/12/2023,76.05,0.21,65.66,-0.11,0.33,175.33,173.96,179.21,154.48,154.47,-1.3,,,,,
13/12/2023,73.39,-2.66,65.55,-0.11,-2.55,174.66,174.17,179.4,153.61,153.86,-0.61,,,,,
14/12/2023,74.28,0.89,66.64,1.09,-0.2,174.87,174.02,179.44,153.35,154.05,0.19,,,,,
15/12/2023,76.57,2.29,66.98,0.34,1.95,174.98,173.18,178.48,153.07,154.15,0.1,,,,,
16/12/2023,76.62,0.05,67.12,0.14,-0.09,174.02,172.8,178.34,152.85,153.28,-0.87,,,,,
17/12/2023,76.55,-0.07,67.02,-0.1,0.03,174.02,172.8,178.34,152.85,153.28,,,,,,
18/12/2023,76.55,0,67,-0.02,0.02,174.02,172.8,178.34,152.85,153.28,,,,,,
19/12/2023,78.08,1.53,67,0,1.53,173.89,172.82,178.37,152.7,153.16,-0.12,,,,,
20/12/2023,79.11,1.03,67.59,0.59,0.44,173.9,172.6,178.26,152.76,153.17,0.01,,,,,
21/12/2023,79.15,0.04,67.31,-0.28,0.32,173.9,172.5,178.16,152.87,153.07,-0.1,,,,,
22/12/2023,79.43,0.28,68,0.69,-0.41,173.61,173.44,179.16,153.13,152.91,-0.16,,,,,
23/12/2023,79.12,-0.31,67.98,-0.02,-0.29,174.63,173.96,179.56,153.07,153.83,0.92,,,,,
24/12/2023,79.07,-0.05,67.98,0,-0.05,174.63,173.96,179.56,153.07,153.83,,,       ,,,
25/12/2023,79.07,0,68.01,0.03,-0.03,174.63,173.96,179.56,153.07,153.83,,,,,,
26/12/2023,79.07,0,67.98,-0.03,0.03,175,173.96,179.56,153.07,154.17,0.33,,,,,
27/12/2023,80.87,1.8,68.24,0.26,1.54,175.02,173.96,179.56,153.07,154.19,0.02,,,,,
28/12/2023,79.63,-1.24,68.44,0.2,-1.44,175.09,174.17,179.54,153.73,154.25,0.06,,,,,
29/12/2023,78.39,-1.24,68.35,-0.09,-1.15,174.78,173.39,178.75,153.54,153.97,-0.28,,,,,
30/12/2023,77.04,-1.35,68.14,-0.21,-1.14,174.2,171.43,177.8,152.82,153.44,-0.53,,,,,
31/12/2023,77.04,0,68.12,-0.02,0.02,174.2,171.43,177.8,152.82,153.44,,,,,,
